"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"70","Oxidative stress",0.00178993942787695,0.0264016065611851,0.45505986738723,-0.80500549102945,-1.73528440402694,5,"SOD1;MT1X;CAT;TXN2"
"71","PD-1 signaling",6.57804461633581e-07,5.1747284315175e-05,0.659444398037935,-0.791953881101688,-2.31592065586727,13,"HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DQA2;HLA-DRB5;CD4"
"72","PDGFB signaling pathway",4.76902165727903e-05,0.00150477985470308,0.557332238758646,0.402734579276789,2.2483347999062,49,"FGR;YWHAZ;IQGAP1;ARPC4;ACTR2;ARPC5;RHOA;YWHAB;JUND;ACTR3;ARPC1B;ARPC2;RAC1;ARPC3"
"73","PI3K subunit p85 role in regulation of actin organization and cell migration",6.65773445692845e-09,8.5703199918279e-07,0.761460801445585,0.860043406625251,2.86830784226923,11,"ARPC4;ACTR2;RHOA;ACTR3;ARPC1B;ARPC2;CDC42;RAC1;ARPC3"
"74","PPAR signaling pathway",0.00310182227142778,0.0426425275372984,0.431707695803346,-0.545871285249833,-1.82528472388086,20,"FABP4;PLTP;SCP2;CD36;CYP27A1;LPL;FABP3;PPARG;ILK;SCD;ACAA1"
"75","Parkinson's disease",1.2475350375514e-10,1.96278845908086e-08,0.826657301178302,-0.599019576347131,-2.59017327469527,62,"ATP5E;ATP5G2;ATP5G3;NDUFA3;NDUFB7;ATP5J;UBE2L6;NDUFB8;ATP5H;NDUFS7;NDUFA6;ATP5O;NDUFS8;ATP5D;ATP5B;UQCRFS1;NDUFC1;ATP5C1;NDUFB5;SDHC;NDUFB6;UQCRC1;UQCRC2;NDUFS4;NDUFS3;ATP5F1;CYC1;NDUFV3;NDUFS2"
"76","Pathogenic Escherichia coli infection",3.7523928219394e-05,0.001265092437111,0.557332238758646,0.595127812124148,2.40364736882214,18,"YWHAZ;ARPC4;ARPC5;RHOA;ARPC1B;ARPC2;CDC42;ACTG1;TUBB4B;ARPC3"
"77","Peptide G-protein coupled receptors",0.00172152350665274,0.0256597608991608,0.45505986738723,0.488740771217675,2.08327987965623,20,"CCL7;CXCL1;CXCL8;C5AR1;CCL3L1;PROK2;ANXA1;CCL2"
"78","Prion diseases",6.52315917011151e-05,0.0019243319551829,0.538434096309916,-0.712429119836549,-2.08336540023718,13,"C1QC;C1QA;C1QB;SOD1;HSPA1A"
"79","Proteasome complex",0.00040104485012495,0.00811256439681328,0.49849310876659,-0.676571187135961,-1.97850559842338,13,"PSMB6;PSMA5;PSMB2;PSMB7;PSMB5;PSMA3;PSMD11;PSMD14;UBA1;UBE3A;PSMD3;PSMD12"
"80","Proteasome degradation",5.22395707379824e-05,0.00160807026445615,0.557332238758646,-0.559240226401748,-2.14343910023921,33,"PSME2;PSMB6;HLA-F;PSMA5;PSMB2;PSMB7;PSMB9;PSMC5;PSMB5;PSMA3;PSMC2;PSMD11;PSMD13;PSMC3;PSMC4;UBA1;PSMD1;PSMD2;PSMB10;PSMD6;PSMD3;UBB;PSMD12"
"81","Rac1 cell motility signaling pathway",1.63536427346222e-05,0.000714296186767181,0.575610261071129,0.578184428791732,2.60000824779523,24,"IQGAP1;ARPC4;ACTR2;ARPC5;ACTR3;ARPC1B;ARPC2;CYBB;RAC1;ARPC3;CFL1"
"82","Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins",1e-10,1.96278845908086e-08,NA,-0.693479122247168,-2.92284422499955,53,"ATP5E;ATP5L;ATP5J2;ATP5I;NDUFA3;NDUFB7;UCP2;ATP5J;NDUFB8;ATP5H;NDUFA12;NDUFS7;NDUFA6;ATP5O;NDUFS8;ATP5D;ATP5B;UQCRFS1;NDUFC1;ATP5C1;NDUFB5;SDHC;NDUFB6;ETFB;UQCRC1;UQCRC2;NDUFS4;NDUFS3;ATP5F1;CYC1;NDUFV3;NDUFS2"
"83","S phase",0.00090033832404887,0.0157199843187825,0.477270815362862,-0.450517099594717,-1.88362946093954,50,"PSME2;PSMB6;CDKN1A;PSMA5;PSMB2;PSMB7;PSMB9;PSMC5;PSMB5;PSMA3;PSMC2;PSMD11;PSMD13;PSMC3;PSMC4;PSMD14;PSMD1;PSMF1;PSMD2;PSMB10;RPA3;MAX"
"84","S1P/S1P4 pathway",0.00291665964893362,0.0408909907216832,0.431707695803346,0.786277796392937,1.89959769626602,5,"RHOA;GNAI2;CDC42;GNA12"
"85","Salmonella infection",1.22169617056235e-10,1.96278845908086e-08,0.826657301178302,0.957087422962794,2.81672076463441,8,"ARPC4;ACTR2;ACTR3;ARPC1B;ARPC2;CDC42;RAC1;ARPC3"
"86","Sema4D in semaphorin signaling",0.00149978780796843,0.023083690609601,0.45505986738723,0.58531211930863,2.0463238775291,12,"RHOA;PTPRC;MYL12B;CDC42;RAC1;MYL6;RHOB"
"87","Shigellosis",2.21093185609247e-06,0.000142303614010315,0.627256739718528,0.598017751442186,2.65356394148406,23,"CXCL8;ARPC4;ARPC5;CD44;ARPC1B;ARPC2;CDC42;ACTG1;RAC1;ARPC3"
"88","Signal transduction",0.00299027317742076,0.0415120276394882,0.431707695803346,0.209248799916555,1.50102683686625,154,"CCL7;DUSP6;CXCL1;HIF1A;ITGAM;CD55;CXCL8;ITGAX;C5AR1;CCL3L1;LFNG;ANXA1;GNG5;FKBP1A;GNAI2;CDC42;CCL2;ATP6V0B;CALM1"
"89","Signaling by GPCR",0.000174813659336547,0.00417529782580171,0.518848077743792,0.292472829295835,1.96487319292485,86,"CCL7;CXCL1;CD55;CXCL8;C5AR1;CCL3L1;PROK2;RHOA;YWHAB;ANXA1;GNG5;GNAI2;CDC42;CCL2;RAC1;CALM1"
"90","Smooth muscle contraction",0.000543907348450475,0.0104077406135929,0.477270815362862,0.691918541590058,2.13182860358304,9,"TPM4;MYL12B;TPM3;CALM1;MYL6"
"91","Spliceosomal assembly",0.000184305552402527,0.00427830593773736,0.518848077743792,-0.722551762719584,-2.07824017228939,12,"SNRPD2;SNRPE;SNRPD3;SNRPF;SNRPD1;SNRPC;SNRPB2"
"92","Spliceosome",9.77993025469618e-05,0.00261290212087732,0.538434096309916,-0.415021938673457,-1.90241961840255,91,"HSPA1B;HSPA1A;SNRPD2;HSPA6;SNRPE;SNRPD3;SNRPF;TRA2B;LSM7;SRSF7;SNRPD1;SNRPC;EIF4A3;SNRPB2;CWC15;MAGOH;LSM4;LSM5;LSM8;LSM6;TXNL4A;DDX46;PRPF38B;RBM17;SNW1;SRSF4;SNRNP70;SRSF10;LSM2;RBMX;PUF60;CTNNBL1;U2SURP"
"93","Statin pathway",0.000719972897316971,0.0134142318763267,0.477270815362862,-0.768666772438225,-1.92866222974467,8,"APOC1;PLTP;LRP1;LPL;APOE;SOAT1"
"94","Striated muscle contraction",0.00115835881900546,0.0192968951495499,0.45505986738723,0.7291075899133,2.04579973273491,7,"TPM4;TPM3;ACTG1;VIM;TNNI2"
"95","Systemic lupus erythematosus",3.53535220351908e-10,5.00605872018302e-08,0.814035837847908,-0.691411041261527,-2.6578268704685,34,"C1QC;HLA-DQA1;C1QA;C1QB;HLA-DMB;SSB;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;FCGR1A;H2AFJ;HLA-DQA2;SNRPD3;SNRPD1;C2;HLA-DRB5;CD86"
"96","Thymic stromal lymphopoietin (TSLP) pathway",0.000285428731889543,0.00610729778549715,0.49849310876659,-0.529080926155164,-2.02784544239325,33,"PSME2;CXCL2;CCL20;PSMA5;PSMB2;CXCL10;CCL13;TFRC;CD84;PSMB9;PSMC5;CD86;PDCD5;NME1;IL7R;PSMD11"
"97","Translation",1.60311291119454e-05,0.000714296186767181,0.575610261071129,-0.500579705403415,-2.13874647931639,57,"RPS17;RPL36A;EIF3G;TRAM1;EIF3E;EIF4EBP1;EIF4A1;RPL17;EIF3F;EIF5B;EIF3I;EIF3D;SEC11C;EIF1AX;SRP19;EIF4E;RPL27A;EIF3J;SRP72;MRPL13;EIF4G1;RPL31;SEC61A1;DDOST;SRP54;RPL26L1;RPL13A;RPS20;EIF2S1"
"98","Translation factors",0.00154818327363846,0.0235723388760437,0.45505986738723,-0.504013460533592,-1.89551214763414,31,"EIF3G;EIF3E;EIF4EBP1;EIF4A1;EIF3F;EIF5B;EIF3I;EIF3D;EIF6;EIF1AX;EIF2AK2;EIF4E;EIF3J"
"99","Tricarboxylic acid (TCA) cycle and respiratory electron transport",1e-10,1.96278845908086e-08,NA,-0.610636450588027,-2.70691109994437,75,"ATP5E;ATP5L;ATP5J2;ATP5I;NDUFA3;NDUFB7;UCP2;ATP5J;NDUFB8;ATP5H;NDUFA12;NDUFS7;NDUFA6;ATP5O;NDUFS8;ATP5D;ATP5B;UQCRFS1;LDHB;NDUFC1;ATP5C1;NDUFB5;IDH1;SDHC;NDUFB6;ETFB;MDH2;UQCRC1;PDK4;UQCRC2;NDUFS4;NDUFS3;ATP5F1;CYC1;NDUFV3;NDUFS2;ETFA;IDH3G;ATP5A1"
"100","Type 1 diabetes mellitus",2.09511188219399e-08,2.47223202098891e-06,0.73376198835648,-0.781755109409006,-2.55348549662526,18,"HLA-DQA1;HLA-DMB;HSPD1;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DQA2;HLA-F;HLA-DRB5;CD86"
"101","Ubiquitin-mediated degradation of phosphorylated Cdc25A",7.09897410163363e-05,0.00205145863834964,0.538434096309916,-0.530918858630163,-2.06717870672139,37,"PSME2;PSMB6;PSMA5;PSMB2;PSMB7;PSMB9;PSMC5;PSMB5;PSMA3;PSMC2;PSMD11;PSMD13;PSMC3;PSMC4;PSMD14;PSMD1;PSMF1;PSMD2;PSMB10;PSMD6;PSMD3;ATM;UBB;PSMD12"
"102","Viral myocarditis",3.15652869090011e-05,0.00111741115657864,0.557332238758646,-0.614152810604321,-2.1877018777392,25,"HLA-DQA1;HLA-DMB;HLA-DRB1;HLA-DPB1;HLA-DRA;HLA-DPA1;HLA-DQB1;HLA-DQA2;HLA-F;ABL2;HLA-DRB5;CD86"
"103","Y branching of actin filaments",1.39162124315776e-05,0.000656845226770463,0.593325476396405,0.774499142518515,2.49795884293082,10,"ARPC4;ACTR2;ACTR3;ARPC1B;ARPC2;CDC42;RAC1;ARPC3"
"104","mRNA stability regulation by proteins that bind AU-rich elements",0.000601433776212529,0.0113550696948925,0.477270815362862,-0.440217913904895,-1.8804589210989,56,"HSPB1;PSME2;PSMB6;HSPA1A;PSMA5;PSMB2;PSMB7;PSMB9;PSMC5;HNRNPD;PSMB5;PSMA3;PSMC2;PSMD11;PSMD13;PSMC3;PSMC4;XPO1;PSMD14;EIF4G1;PSMD1;PSMF1;PSMD2;XRN1;PSMB10"
